date,tasa_de_interes
2004-08-30,11.4231
2004-08-31,11.3807
2004-09-01,11.4145
2004-09-02,11.4725
2004-09-03,11.5279
2004-09-06,11.5193
2004-09-07,11.5689
2004-09-08,11.5895
2004-09-09,11.5717
2004-09-10,11.6005
2004-09-13,11.576
2004-09-14,11.5851
2004-09-15,11.5333
2004-09-17,11.4774
2004-09-20,11.4557
2004-09-21,11.4294
2004-09-22,11.4012
2004-09-23,11.418
2004-09-24,11.4107
2004-09-27,11.4348
2004-09-28,11.4106
2004-09-29,11.4288
2004-09-30,11.3884
2004-10-01,11.3503
2004-10-04,11.3502
2004-10-05,11.3149
2004-10-06,11.2745
2004-10-07,11.2874
2004-10-08,11.2406
2004-10-11,11.2449
2004-10-12,11.2865
2004-10-13,11.3021
2004-10-14,11.3195
2004-10-15,11.454
2004-10-18,11.5068
2004-10-19,11.4507
2004-10-20,11.4548
2004-10-21,11.4722
2004-10-22,11.4424
2004-10-25,11.515
2004-10-26,11.5178
2004-10-27,11.5118
2004-10-28,11.5293
2004-10-29,11.539
2004-11-01,11.5331
2004-11-02,11.4997
2004-11-03,11.4248
2004-11-04,11.4118
2004-11-05,11.4031
2004-11-08,11.3953
2004-11-09,11.4465
2004-11-10,11.4299
2004-11-11,11.3997
2004-11-12,11.381
2004-11-15,11.3583
2004-11-16,11.3508
2004-11-17,11.3271
2004-11-18,11.3335
2004-11-19,11.3637
2004-11-22,11.3949
2004-11-23,11.3447
2004-11-24,11.2797
2004-11-25,11.2713
2004-11-26,11.247
2004-11-29,11.266
2004-11-30,11.2373
2004-12-01,11.1713
2004-12-02,11.1453
2004-12-03,11.1213
2004-12-06,11.1355
2004-12-07,11.1704
2004-12-08,11.2738
2004-12-09,11.291
2004-12-10,11.3343
2004-12-13,11.3045
2004-12-14,11.2903
2004-12-15,11.2028
2004-12-16,11.2316
2004-12-17,11.2403
2004-12-20,11.1555
2004-12-21,11.1873
2004-12-22,11.1814
2004-12-23,11.1363
2004-12-24,11.15
2004-12-27,11.1348
2004-12-28,11.2042
2004-12-29,11.2648
2004-12-30,11.2183
2004-12-31,11.1495
2005-01-03,11.2007
2005-01-04,11.3087
2005-01-05,11.3418
2005-01-06,11.4018
2005-01-07,11.3643
2005-01-10,11.2667
2005-01-11,11.2209
2005-01-12,11.1761
2005-01-13,11.1858
2005-01-14,11.2339
2005-01-17,11.2285
2005-01-18,11.2495
2005-01-19,11.2328
2005-01-20,11.2515
2005-01-21,11.2505
2005-01-24,11.2353
2005-01-25,11.289
2005-01-26,11.2632
2005-01-27,11.2991
2005-01-28,11.2613
2005-01-31,11.2141
2005-02-01,11.1714
2005-02-02,11.167
2005-02-03,11.1683
2005-02-04,11.1414
2005-02-07,11.1909
2005-02-08,11.2152
2005-02-09,11.1919
2005-02-10,11.1533
2005-02-11,11.1532
2005-02-14,11.1558
2005-02-15,11.1535
2005-02-16,11.1625
2005-02-17,11.1389
2005-02-18,11.0732
2005-02-21,11.068
2005-02-22,11.0487
2005-02-23,11.0807
2005-02-24,11.0955
2005-02-25,11.1086
2005-02-28,11.0965
2005-03-01,11.104
2005-03-02,11.1073
2005-03-03,11.0837
2005-03-04,11.0458
2005-03-07,11.0349
2005-03-08,10.979
2005-03-09,11.0181
2005-03-10,11.0324
2005-03-11,11.0223
2005-03-14,11.135
2005-03-15,11.2038
2005-03-16,11.2276
2005-03-17,11.2193
2005-03-18,11.1759
2005-03-22,11.1898
2005-03-23,11.2505
2005-03-28,11.3228
2005-03-29,11.2942
2005-03-30,11.2293
2005-03-31,11.1783
2005-04-01,11.1893
2005-04-04,11.2175
2005-04-05,11.2176
2005-04-06,11.2307
2005-04-07,11.1945
2005-04-08,11.1583
2005-04-11,11.0879
2005-04-12,11.1155
2005-04-13,11.0615
2005-04-14,11.1032
2005-04-15,11.1021
2005-04-18,11.129
2005-04-19,11.0776
2005-04-20,11.0614
2005-04-21,11.041
2005-04-22,11.0361
2005-04-25,11.0571
2005-04-26,11.0595
2005-04-27,11.1033
2005-04-28,11.1159
2005-04-29,11.0832
2005-05-02,11.0271
2005-05-03,11.0284
2005-05-04,10.982
2005-05-05,10.9487
2005-05-06,10.9433
2005-05-09,10.9693
2005-05-10,11.0082
2005-05-11,11.0323
2005-05-12,11.0189
2005-05-13,11.029
2005-05-16,11.0376
2005-05-17,10.9963
2005-05-18,10.9668
2005-05-19,10.9283
2005-05-20,10.9715
2005-05-23,10.9533
2005-05-24,10.9801
2005-05-25,10.9372
2005-05-26,10.9645
2005-05-27,10.903
2005-05-30,10.8699
2005-05-31,10.916
2005-06-01,10.8442
2005-06-02,10.8144
2005-06-03,10.8179
2005-06-06,10.8792
2005-06-07,10.8695
2005-06-08,10.8494
2005-06-09,10.8868
2005-06-10,10.8648
2005-06-13,10.868
2005-06-14,10.8392
2005-06-15,10.8332
2005-06-16,10.8007
2005-06-17,10.7913
2005-06-20,10.8342
2005-06-21,10.7982
2005-06-22,10.761
2005-06-23,10.7897
2005-06-24,10.7642
2005-06-27,10.8127
2005-06-28,10.8428
2005-06-29,10.7645
2005-06-30,10.7752
2005-07-01,10.7327
2005-07-04,10.7438
2005-07-05,10.7555
2005-07-06,10.7689
2005-07-07,10.7997
2005-07-08,10.7428
2005-07-11,10.7045
2005-07-12,10.6881
2005-07-13,10.6898
2005-07-14,10.6372
2005-07-15,10.6312
2005-07-18,10.5958
2005-07-19,10.6227
2005-07-20,10.6498
2005-07-21,10.5942
2005-07-22,10.6307
2005-07-25,10.6683
2005-07-26,10.7165
2005-07-27,10.643
2005-07-28,10.6201
2005-07-29,10.6057
2005-08-01,10.5994
2005-08-02,10.5968
2005-08-03,10.6138
2005-08-04,10.5831
2005-08-05,10.5921
2005-08-08,10.6018
2005-08-09,10.6383
2005-08-10,10.5874
2005-08-11,10.5815
2005-08-12,10.6343
2005-08-15,10.604
2005-08-16,10.5809
2005-08-17,10.6088
2005-08-18,10.6601
2005-08-19,10.7753
2005-08-22,10.7356
2005-08-23,10.7742
2005-08-24,10.8822
2005-08-25,10.8153
2005-08-26,10.8333
2005-08-29,10.8936
2005-08-30,10.8377
2005-08-31,10.7995
2005-09-01,10.7234
2005-09-02,10.684
2005-09-05,10.6689
2005-09-06,10.6868
2005-09-07,10.7015
2005-09-08,10.7126
2005-09-09,10.708
2005-09-12,10.6994
2005-09-13,10.7456
2005-09-14,10.8355
2005-09-15,10.807
2005-09-19,10.8558
2005-09-20,10.8232
2005-09-21,10.7798
2005-09-22,10.8341
2005-09-23,10.8475
2005-09-26,10.876
2005-09-27,10.886
2005-09-28,10.8495
2005-09-29,10.8131
2005-09-30,10.7907
2005-10-03,10.7683
2005-10-04,10.6857
2005-10-05,10.7115
2005-10-06,10.7687
2005-10-07,10.794
2005-10-10,10.7965
2005-10-11,10.8007
2005-10-12,10.8842
2005-10-13,10.9408
2005-10-14,10.9164
2005-10-17,10.8462
2005-10-18,10.8307
2005-10-19,10.8752
2005-10-20,10.8393
2005-10-21,10.8948
2005-10-24,10.856
2005-10-25,10.8417
2005-10-26,10.891
2005-10-27,10.9092
2005-10-28,10.8447
2005-10-31,10.7857
2005-11-01,10.7647
2005-11-02,10.7613
2005-11-03,10.7218
2005-11-04,10.7495
2005-11-07,10.7072
2005-11-08,10.7282
2005-11-09,10.7104
2005-11-10,10.714
2005-11-11,10.6833
2005-11-14,10.6897
2005-11-15,10.6505
2005-11-16,10.635
2005-11-17,10.676
2005-11-18,10.6543
2005-11-21,10.6425
2005-11-22,10.6678
2005-11-23,10.618
2005-11-24,10.6083
2005-11-25,10.607
2005-11-28,10.567
2005-11-29,10.5702
2005-11-30,10.5793
2005-12-01,10.5247
2005-12-02,10.4558
2005-12-05,10.4741
2005-12-06,10.4097
2005-12-07,10.44
2005-12-08,10.502
2005-12-09,10.624
2005-12-13,10.6368
2005-12-14,10.6931
2005-12-15,10.7378
2005-12-16,10.7567
2005-12-19,10.7283
2005-12-20,10.6997
2005-12-21,10.6457
2005-12-22,10.6532
2005-12-23,10.6845
2005-12-26,10.6932
2005-12-27,10.7362
2005-12-28,10.7777
2005-12-29,10.7109
2005-12-30,10.6344
2006-01-02,10.6253
2006-01-03,10.6455
2006-01-04,10.5815
2006-01-05,10.5907
2006-01-06,10.5726
2006-01-09,10.5446
2006-01-10,10.599
2006-01-11,10.6097
2006-01-12,10.5732
2006-01-13,10.5752
2006-01-16,10.559
2006-01-17,10.5372
2006-01-18,10.5778
2006-01-19,10.5589
2006-01-20,10.5078
2006-01-23,10.5208
2006-01-24,10.5063
2006-01-25,10.5004
2006-01-26,10.5039
2006-01-27,10.4598
2006-01-30,10.4416
2006-01-31,10.4433
2006-02-01,10.4303
2006-02-02,10.4805
2006-02-03,10.4981
2006-02-07,10.4758
2006-02-08,10.5277
2006-02-09,10.4803
2006-02-10,10.487
2006-02-13,10.5258
2006-02-14,10.5249
2006-02-15,10.517
2006-02-16,10.5175
2006-02-17,10.4528
2006-02-20,10.4401
2006-02-21,10.4388
2006-02-22,10.499
2006-02-23,10.4885
2006-02-24,10.4761
2006-02-27,10.4661
2006-02-28,10.456
2006-03-01,10.4673
2006-03-02,10.5113
2006-03-03,10.5759
2006-03-06,10.6118
2006-03-07,10.7003
2006-03-08,10.756
2006-03-09,10.7094
2006-03-10,10.7125
2006-03-13,10.7126
2006-03-14,10.6942
2006-03-15,10.6667
2006-03-16,10.6212
2006-03-17,10.6885
2006-03-20,10.7568
2006-03-22,10.8628
2006-03-23,10.8612
2006-03-24,10.8568
2006-03-27,10.9329
2006-03-28,10.9633
2006-03-29,10.951
2006-03-30,10.9228
2006-03-31,10.8935
2006-04-03,10.8717
2006-04-04,10.8548
2006-04-05,10.9467
2006-04-06,11.0557
2006-04-07,11.1443
2006-04-10,11.0956
2006-04-11,11.0708
2006-04-12,11.0477
2006-04-17,11.0842
2006-04-18,11.0011
2006-04-19,10.9773
2006-04-20,11.0302
2006-04-21,11.0667
2006-04-24,11.0656
2006-04-25,11.0842
2006-04-26,11.1578
2006-04-27,11.1135
2006-04-28,11.0903
2006-05-02,11.0323
2006-05-03,10.9608
2006-05-04,10.9694
2006-05-05,10.9587
2006-05-08,10.9381
2006-05-09,10.9258
2006-05-10,10.8425
2006-05-11,10.8381
2006-05-12,11.0325
2006-05-15,11.1532
2006-05-16,11.0518
2006-05-17,11.133
2006-05-18,11.2005
2006-05-19,11.1915
2006-05-22,11.2799
2006-05-23,11.1935
2006-05-24,11.2854
2006-05-25,11.2097
2006-05-26,11.1373
2006-05-29,11.1303
2006-05-30,11.2693
2006-05-31,11.2966
2006-06-01,11.2843
2006-06-02,11.297
2006-06-05,11.2854
2006-06-06,11.3667
2006-06-07,11.325
2006-06-08,11.419
2006-06-09,11.3777
2006-06-12,11.3827
2006-06-13,11.4327
2006-06-14,11.4527
2006-06-15,11.4113
2006-06-16,11.414
2006-06-19,11.4459
2006-06-20,11.4809
2006-06-21,11.4441
2006-06-22,11.4405
2006-06-23,11.4382
2006-06-26,11.409
2006-06-27,11.4302
2006-06-28,11.3973
2006-06-29,11.4009
2006-06-30,11.2723
2006-07-03,11.1302
2006-07-04,11.0642
2006-07-05,11.1901
2006-07-06,11.1061
2006-07-07,11.0243
2006-07-10,10.9547
2006-07-11,11.0095
2006-07-12,11.0303
2006-07-13,11.0523
2006-07-14,11.0275
2006-07-17,10.9914
2006-07-18,10.9618
2006-07-19,10.9045
2006-07-20,10.8708
2006-07-21,10.8954
2006-07-24,10.9303
2006-07-25,10.9148
2006-07-26,10.9337
2006-07-27,10.8968
2006-07-28,10.8947
2006-07-31,10.9181
2006-08-01,11.0203
2006-08-02,10.9537
2006-08-03,10.9802
2006-08-04,10.8908
2006-08-07,10.8838
2006-08-08,10.9113
2006-08-09,10.8386
2006-08-10,10.8808
2006-08-11,10.8147
2006-08-14,10.8028
2006-08-15,10.825
2006-08-16,10.75
2006-08-17,10.748
2006-08-18,10.8217
2006-08-21,10.8038
2006-08-22,10.804
2006-08-23,10.8428
2006-08-24,10.922
2006-08-25,10.9528
2006-08-28,10.9347
2006-08-29,10.9047
2006-08-30,10.865
2006-08-31,10.9037
2006-09-01,10.8952
2006-09-04,10.8476
2006-09-05,10.8438
2006-09-06,10.938
2006-09-07,11.0196
2006-09-08,11.0271
2006-09-11,11.0705
2006-09-12,11.0361
2006-09-13,11.0117
2006-09-14,10.9818
2006-09-15,10.9468
2006-09-18,10.9273
2006-09-19,10.9227
2006-09-20,10.9346
2006-09-21,10.9953
2006-09-22,11.0877
2006-09-25,11.105
2006-09-26,11.0418
2006-09-27,11.0152
2006-09-28,11.0502
2006-09-29,10.9935
2006-10-02,10.9733
2006-10-03,11.0404
2006-10-04,11.0533
2006-10-05,11.0185
2006-10-06,11.0624
2006-10-09,11.0842
2006-10-10,11.0597
2006-10-11,11.0248
2006-10-12,10.9406
2006-10-13,10.8765
2006-10-16,10.8364
2006-10-17,10.8703
2006-10-18,10.8257
2006-10-19,10.806
2006-10-20,10.8169
2006-10-23,10.8489
2006-10-24,10.8289
2006-10-25,10.7918
2006-10-26,10.7313
2006-10-27,10.7093
2006-10-30,10.774
2006-10-31,10.764
2006-11-01,10.7449
2006-11-03,10.7948
2006-11-06,10.8344
2006-11-07,10.82
2006-11-08,10.8598
2006-11-09,10.8632
2006-11-10,10.9158
2006-11-13,10.9263
2006-11-14,10.8675
2006-11-15,10.8595
2006-11-16,10.8527
2006-11-17,10.9524
2006-11-21,11.0021
2006-11-22,10.9756
2006-11-23,10.9682
2006-11-24,11.0242
2006-11-27,11.052
2006-11-28,11.0454
2006-11-29,10.9983
2006-11-30,10.9975
2006-12-04,10.9595
2006-12-05,10.894
2006-12-06,10.862
2006-12-07,10.8558
2006-12-08,10.8606
2006-12-11,10.8375
2006-12-13,10.8255
2006-12-14,10.7922
2006-12-15,10.774
2006-12-18,10.8002
2006-12-19,10.8492
2006-12-20,10.8075
2006-12-21,10.8411
2006-12-22,10.8597
2006-12-26,10.8747
2006-12-27,10.881
2006-12-28,10.8755
2006-12-29,10.8116
2007-01-02,10.7815
2007-01-03,10.7708
2007-01-04,10.865
2007-01-05,10.9355
2007-01-08,10.9705
2007-01-09,11.0091
2007-01-10,11.0333
2007-01-11,10.965
2007-01-12,10.9765
2007-01-15,10.9419
2007-01-16,10.986
2007-01-17,10.9234
2007-01-18,10.9232
2007-01-19,10.8824
2007-01-22,10.8918
2007-01-23,10.9645
2007-01-24,10.9486
2007-01-25,10.9753
2007-01-26,11.0402
2007-01-29,11.0855
2007-01-30,11.0548
2007-01-31,11.0382
2007-02-01,10.982
2007-02-02,10.9921
2007-02-06,10.9192
2007-02-07,10.937
2007-02-08,10.9683
2007-02-09,10.9601
2007-02-12,11.0227
2007-02-13,10.9915
2007-02-14,10.9152
2007-02-15,10.9522
2007-02-16,10.9958
2007-02-19,10.9778
2007-02-20,10.9755
2007-02-21,11.0023
2007-02-22,10.9683
2007-02-23,11.0397
2007-02-26,11.079
2007-02-27,11.1493
2007-02-28,11.1682
2007-03-01,11.1917
2007-03-02,11.1817
2007-03-05,11.1762
2007-03-06,11.1473
2007-03-07,11.1555
2007-03-08,11.1426
2007-03-09,11.1205
2007-03-12,11.1483
2007-03-13,11.1727
2007-03-14,11.1867
2007-03-15,11.1348
2007-03-16,11.1664
2007-03-20,11.112
2007-03-21,11.0796
2007-03-22,11.022
2007-03-23,11.0166
2007-03-26,11.0253
2007-03-27,11.047
2007-03-28,11.0813
2007-03-29,11.0507
2007-03-30,11.0322
2007-04-02,11.0336
2007-04-03,10.9797
2007-04-04,10.9976
2007-04-09,10.9705
2007-04-10,11.0126
2007-04-11,10.984
2007-04-12,11.0135
2007-04-13,10.9917
2007-04-16,10.9856
2007-04-17,10.9911
2007-04-18,10.992
2007-04-19,11.0048
2007-04-20,10.979
2007-04-23,10.9637
2007-04-24,11.0053
2007-04-25,10.9369
2007-04-26,10.9312
2007-04-27,10.9305
2007-04-30,10.9278
2007-05-02,10.9262
2007-05-03,10.902
2007-05-04,10.8852
2007-05-07,10.8558
2007-05-08,10.8513
2007-05-09,10.8269
2007-05-10,10.8178
2007-05-11,10.8148
2007-05-14,10.7987
2007-05-15,10.8032
2007-05-16,10.7905
2007-05-17,10.8033
2007-05-18,10.8223
2007-05-21,10.7963
2007-05-22,10.7598
2007-05-23,10.7688
2007-05-24,10.8354
2007-05-25,10.7803
2007-05-28,10.7788
2007-05-29,10.7873
2007-05-30,10.818
2007-05-31,10.7445
2007-06-01,10.7131
2007-06-04,10.7441
2007-06-05,10.7809
2007-06-06,10.845
2007-06-07,10.9043
2007-06-08,10.9702
2007-06-11,10.9307
2007-06-12,10.9331
2007-06-13,10.9538
2007-06-14,10.9012
2007-06-15,10.8148
2007-06-18,10.776
2007-06-19,10.7494
2007-06-20,10.7713
2007-06-21,10.8266
2007-06-22,10.808
2007-06-25,10.8189
2007-06-26,10.8398
2007-06-27,10.8661
2007-06-28,10.7926
2007-06-29,10.7946
2007-07-02,10.7697
2007-07-03,10.7698
2007-07-04,10.76
2007-07-05,10.7936
2007-07-06,10.7828
2007-07-09,10.7531
2007-07-10,10.7917
2007-07-11,10.8248
2007-07-12,10.7799
2007-07-13,10.7608
2007-07-16,10.7653
2007-07-17,10.7628
2007-07-18,10.752
2007-07-19,10.7207
2007-07-20,10.7843
2007-07-23,10.764
2007-07-24,10.7846
2007-07-25,10.8712
2007-07-26,10.9436
2007-07-27,10.9973
2007-07-30,10.9812
2007-07-31,10.9273
2007-08-01,10.9663
2007-08-02,10.9402
2007-08-03,10.9677
2007-08-06,10.9886
2007-08-07,10.9613
2007-08-08,10.9209
2007-08-09,10.9832
2007-08-10,11.0173
2007-08-13,10.9915
2007-08-14,11.0549
2007-08-15,11.1148
2007-08-16,11.2676
2007-08-17,11.1259
2007-08-20,11.1053
2007-08-21,11.1213
2007-08-22,11.0736
2007-08-23,11.0489
2007-08-24,11.0413
2007-08-27,11.0382
2007-08-28,11.092
2007-08-29,11.1062
2007-08-30,11.0848
2007-08-31,11.0378
2007-09-03,11.0169
2007-09-04,11.0265
2007-09-05,11.0848
2007-09-06,11.0658
2007-09-07,11.1227
2007-09-10,11.1407
2007-09-11,11.1057
2007-09-12,11.072
2007-09-13,11.0743
2007-09-14,11.111
2007-09-17,11.1471
2007-09-18,11.0959
2007-09-19,10.9871
2007-09-20,10.9687
2007-09-21,10.9517
2007-09-24,10.9391
2007-09-25,10.9438
2007-09-26,10.9243
2007-09-27,10.9203
2007-09-28,10.9315
2007-10-01,10.9224
2007-10-02,10.921
2007-10-03,10.8685
2007-10-04,10.8963
2007-10-05,10.8557
2007-10-08,10.8589
2007-10-09,10.8379
2007-10-10,10.8383
2007-10-11,10.8101
2007-10-12,10.8252
2007-10-15,10.8133
2007-10-16,10.8418
2007-10-17,10.8181
2007-10-18,10.8133
2007-10-19,10.7976
2007-10-22,10.8404
2007-10-23,10.824
2007-10-24,10.8348
2007-10-25,10.8291
2007-10-26,10.7523
2007-10-29,10.7112
2007-10-30,10.7198
2007-10-31,10.7023
2007-11-01,10.6639
2007-11-05,10.7308
2007-11-06,10.7046
2007-11-07,10.7435
2007-11-08,10.8108
2007-11-09,10.8808
2007-11-12,10.9378
2007-11-13,10.8941
2007-11-14,10.8685
2007-11-15,10.9145
2007-11-16,10.9353
2007-11-20,10.9687
2007-11-21,11.0037
2007-11-22,10.979
2007-11-23,10.9733
2007-11-26,10.981
2007-11-27,10.9695
2007-11-28,10.9345
2007-11-29,10.9417
2007-11-30,10.8968
2007-12-03,10.9124
2007-12-04,10.9059
2007-12-05,10.8592
2007-12-06,10.8367
2007-12-07,10.8128
2007-12-10,10.8185
2007-12-11,10.8025
2007-12-13,10.8376
2007-12-14,10.8249
2007-12-17,10.846
2007-12-18,10.8553
2007-12-19,10.8412
2007-12-20,10.8363
2007-12-21,10.8203
2007-12-24,10.8132
2007-12-26,10.8105
2007-12-27,10.8662
2007-12-28,10.9043
2007-12-31,10.9157
2008-01-02,10.8972
2008-01-03,10.8842
2008-01-04,10.9277
2008-01-07,10.9208
2008-01-08,10.885
2008-01-09,10.962
2008-01-10,10.9572
2008-01-11,10.9318
2008-01-14,10.914
2008-01-15,10.9203
2008-01-16,10.9458
2008-01-17,10.9445
2008-01-18,10.9235
2008-01-21,10.9813
2008-01-22,10.9232
2008-01-23,10.9522
2008-01-24,10.8934
2008-01-25,10.8698
2008-01-28,10.8784
2008-01-29,10.8444
2008-01-30,10.8374
2008-01-31,10.8262
2008-02-01,10.8138
2008-02-05,10.8289
2008-02-06,10.8227
2008-02-07,10.804
2008-02-08,10.7575
2008-02-11,10.7736
2008-02-12,10.7465
2008-02-13,10.7509
2008-02-14,10.7413
2008-02-15,10.7653
2008-02-18,10.735
2008-02-19,10.7489
2008-02-20,10.7939
2008-02-21,10.798
2008-02-22,10.7818
2008-02-25,10.7855
2008-02-26,10.743
2008-02-27,10.7344
2008-02-28,10.6813
2008-02-29,10.7243
2008-03-03,10.7046
2008-03-04,10.7098
2008-03-05,10.6978
2008-03-06,10.7649
2008-03-07,10.8383
2008-03-10,10.8478
2008-03-11,10.7965
2008-03-12,10.7735
2008-03-13,10.7778
2008-03-14,10.7613
2008-03-18,10.704
2008-03-19,10.6944
2008-03-24,10.6748
2008-03-25,10.6793
2008-03-26,10.6957
2008-03-27,10.6962
2008-03-28,10.6987
2008-03-31,10.6482
2008-04-01,10.5985
2008-04-02,10.5557
2008-04-03,10.5644
2008-04-04,10.559
2008-04-07,10.5395
2008-04-08,10.561
2008-04-09,10.5552
2008-04-10,10.5503
2008-04-11,10.5337
2008-04-14,10.4919
2008-04-15,10.4843
2008-04-16,10.4579
2008-04-17,10.4828
2008-04-18,10.461
2008-04-21,10.5223
2008-04-22,10.5181
2008-04-23,10.4868
2008-04-24,10.462
2008-04-25,10.4702
2008-04-28,10.4464
2008-04-29,10.5272
2008-04-30,10.5095
2008-05-02,10.4585
2008-05-05,10.4687
2008-05-06,10.4937
2008-05-07,10.539
2008-05-08,10.5465
2008-05-09,10.5666
2008-05-12,10.5058
2008-05-13,10.4835
2008-05-14,10.4884
2008-05-15,10.4769
2008-05-16,10.4266
2008-05-19,10.3792
2008-05-20,10.4002
2008-05-21,10.3644
2008-05-22,10.381
2008-05-23,10.4
2008-05-26,10.3848
2008-05-27,10.3925
2008-05-28,10.3447
2008-05-29,10.3066
2008-05-30,10.3306
2008-06-02,10.3417
2008-06-03,10.2992
2008-06-04,10.3211
2008-06-05,10.3108
2008-06-06,10.3582
2008-06-09,10.362
2008-06-10,10.3847
2008-06-11,10.4268
2008-06-12,10.395
2008-06-13,10.3655
2008-06-16,10.3399
2008-06-17,10.3153
2008-06-18,10.2935
2008-06-19,10.3156
2008-06-20,10.2753
2008-06-23,10.3032
2008-06-24,10.318
2008-06-25,10.2938
2008-06-26,10.2841
2008-06-27,10.3028
2008-06-30,10.3069
2008-07-01,10.3908
2008-07-02,10.3722
2008-07-03,10.3692
2008-07-04,10.3411
2008-07-07,10.3263
2008-07-08,10.3363
2008-07-09,10.2993
2008-07-10,10.3076
2008-07-11,10.312
2008-07-14,10.2925
2008-07-15,10.3229
2008-07-16,10.2608
2008-07-17,10.2311
2008-07-18,10.2047
2008-07-21,10.1708
2008-07-22,10.1178
2008-07-23,10.0552
2008-07-24,10.0264
2008-07-25,10.019
2008-07-28,10.0706
2008-07-29,10.061
2008-07-30,10.034
2008-07-31,10.0353
2008-08-01,9.9705
2008-08-04,9.9335
2008-08-05,9.918
2008-08-06,9.9485
2008-08-07,9.9877
2008-08-08,10.1305
2008-08-11,10.1295
2008-08-12,10.159
2008-08-13,10.1968
2008-08-14,10.1586
2008-08-15,10.1966
2008-08-18,10.1395
2008-08-19,10.1867
2008-08-20,10.1343
2008-08-21,10.1106
2008-08-22,10.0991
2008-08-25,10.1183
2008-08-26,10.173
2008-08-27,10.1421
2008-08-28,10.1822
2008-08-29,10.2847
2008-09-01,10.3423
2008-09-02,10.3781
2008-09-03,10.3852
2008-09-04,10.4658
2008-09-05,10.5143
2008-09-08,10.481
2008-09-09,10.5013
2008-09-10,10.5862
2008-09-11,10.6745
2008-09-12,10.5828
2008-09-15,10.7054
2008-09-17,10.8702
2008-09-18,10.8365
2008-09-19,10.6133
2008-09-22,10.5879
2008-09-23,10.7264
2008-09-24,10.7879
2008-09-25,10.7653
2008-09-26,10.7919
2008-09-29,10.9397
2008-09-30,10.9814
2008-10-01,10.9811
2008-10-02,11.1296
2008-10-03,11.1188
2008-10-06,11.7667
2008-10-07,12.1196
2008-10-08,13.0417
2008-10-09,12.4433
2008-10-10,13.0867
2008-10-13,12.3743
2008-10-14,12.345
2008-10-15,12.7192
2008-10-16,13.0633
2008-10-17,12.8475
2008-10-20,12.7617
2008-10-21,13.1233
2008-10-22,13.5592
2008-10-23,13.5025
2008-10-24,13.4
2008-10-27,13.3083
2008-10-28,13.3692
2008-10-29,12.9142
2008-10-30,12.8342
2008-10-31,12.7125
2008-11-03,12.7875
2008-11-04,12.4862
2008-11-05,12.6042
2008-11-06,12.95
2008-11-07,12.8392
2008-11-10,12.785
2008-11-11,12.9892
2008-11-12,13.0875
2008-11-13,13.1663
2008-11-14,13.0242
2008-11-18,13.195
2008-11-19,13.18
2008-11-20,13.5758
2008-11-21,13.9183
2008-11-24,13.4958
2008-11-25,13.3142
2008-11-26,13.2117
2008-11-27,13.2325
2008-11-28,13.3225
2008-12-01,13.58
2008-12-02,13.53
2008-12-03,13.5996
2008-12-04,13.5358
2008-12-05,13.7567
2008-12-08,13.4597
2008-12-09,13.4921
2008-12-10,13.4722
2008-12-11,13.1821
2008-12-15,13.3317
2008-12-16,13.2717
2008-12-17,13.1275
2008-12-18,13.215
2008-12-19,13.1197
2008-12-22,13.1742
2008-12-23,13.2175
2008-12-24,13.3114
2008-12-26,13.3538
2008-12-29,13.5383
2008-12-30,13.7738
2008-12-31,13.8325
2009-01-02,13.7678
2009-01-05,13.5507
2009-01-06,13.3458
2009-01-07,13.4136
2009-01-08,13.5045
2009-01-09,13.7008
2009-01-12,13.7608
2009-01-13,13.839
2009-01-14,14.1083
2009-01-15,14.2192
2009-01-16,13.9058
2009-01-19,13.9777
2009-01-20,13.9382
2009-01-21,13.9145
2009-01-22,13.9325
2009-01-23,14.095
2009-01-26,13.9342
2009-01-27,14.1675
2009-01-28,14.1513
2009-01-29,14.1975
2009-01-30,14.3097
2009-02-03,14.5404
2009-02-04,14.4667
2009-02-05,14.2945
2009-02-06,14.1778
2009-02-09,14.1392
2009-02-10,14.3575
2009-02-11,14.5313
2009-02-12,14.6013
2009-02-13,14.4326
2009-02-16,14.5288
2009-02-17,14.6118
2009-02-18,14.6725
2009-02-19,14.5505
2009-02-20,14.8163
2009-02-23,14.8528
2009-02-24,14.8327
2009-02-25,14.9275
2009-02-26,14.9322
2009-02-27,15.0698
2009-03-02,15.365
2009-03-03,15.3372
2009-03-04,15.2178
2009-03-05,15.2855
2009-03-06,15.2633
2009-03-09,15.3517
2009-03-10,15.3142
2009-03-11,15.1145
2009-03-12,14.9083
2009-03-13,14.569
2009-03-17,14.0502
2009-03-18,14.1457
2009-03-19,14.08
2009-03-20,14.148
2009-03-23,14.3204
2009-03-24,14.2683
2009-03-25,14.2358
2009-03-26,14.2163
2009-03-27,14.3317
2009-03-30,14.3855
2009-03-31,14.1517
2009-04-01,13.9108
2009-04-02,13.7924
2009-04-03,13.6137
2009-04-06,13.6325
2009-04-07,13.5712
2009-04-08,13.3648
2009-04-13,13.0914
2009-04-14,13.086
2009-04-15,13.1683
2009-04-16,13.0511
2009-04-17,13.1558
2009-04-20,13.32
2009-04-21,13.175
2009-04-22,13.1457
2009-04-23,13.3099
2009-04-24,13.2318
2009-04-27,13.755
2009-04-28,13.8667
2009-04-29,13.6485
2009-04-30,13.8443
